student_id,age,school_type,parent_education,study_hours,attendance_percentage,internet_access,extra_activities,math_score,science_score,english_score,overall_score,final_grade,gender_female,gender_male,gender_other,travel_time_15-30 min,travel_time_30-60 min,travel_time_<15 min,travel_time_>60 min,study_method_coaching,study_method_group study,study_method_mixed,study_method_notes,study_method_online videos,study_method_textbook
14248,19,0,4,2.2,64.1,0,0,27.1,22.2,50.4,36.7,f,False,False,True,False,False,True,False,False,False,False,False,False,True
14249,15,1,3,0.8,84.4,0,0,26.5,15.7,33.1,31.4,f,False,False,True,True,False,False,False,False,False,False,True,False,False
14250,15,0,2,3.1,99.8,1,1,65.8,53.3,58.1,59.4,d,False,False,True,True,False,False,False,True,False,False,False,False,False
14251,19,0,3,4.9,55.7,1,0,78.8,65.6,62.6,68.9,d,False,True,False,False,False,True,False,True,False,False,False,False,False
14252,19,0,0,4.6,90.6,1,1,84.4,73.7,71.1,73.7,c,False,True,False,True,False,False,False,False,False,False,True,False,False
14253,19,0,5,1.8,74.9,1,1,19.2,54.1,35.6,50.5,e,True,False,False,False,False,True,False,False,False,False,True,False,False
14254,15,0,4,5.0,83.5,1,0,70.1,85.1,71.6,74.7,c,False,False,True,True,False,False,False,False,False,False,True,False,False
14255,18,0,1,3.6,59.0,1,0,58.5,61.7,51.3,61.2,d,False,False,True,False,False,True,False,False,False,False,False,True,False
14256,16,0,0,4.1,60.9,1,1,48.0,47.6,63.6,52.2,e,True,False,False,False,True,False,False,False,False,False,False,True,False
14257,19,0,2,7.1,77.8,1,0,62.2,77.0,79.7,79.3,c,False,True,False,False,True,False,False,False,False,True,False,False,False
14258,19,1,2,1.1,62.5,1,1,40.2,37.8,45.0,30.0,f,False,False,True,False,False,False,True,False,False,False,False,False,True
14259,16,1,4,4.5,79.8,1,1,85.0,61.6,80.8,66.8,d,False,False,True,False,False,True,False,False,False,True,False,False,False
14260,15,1,5,1.8,54.4,0,0,29.4,31.9,23.4,32.8,f,True,False,False,True,False,False,False,False,False,False,False,False,True
14261,19,0,0,1.9,89.1,0,0,74.0,46.7,53.0,51.8,e,True,False,False,False,True,False,False,False,False,True,False,False,False
14262,16,1,1,5.1,63.7,1,1,44.4,73.4,67.9,67.6,d,False,True,False,False,True,False,False,False,True,False,False,False,False
14263,16,1,3,5.5,86.9,1,1,64.1,81.3,76.6,75.1,c,False,False,True,False,True,False,False,True,False,False,False,False,False
14264,17,0,2,5.0,58.2,1,0,68.8,81.4,82.8,71.5,c,False,True,False,False,False,False,True,True,False,False,False,False,False
14265,19,0,5,7.4,90.0,0,1,99.1,91.6,91.8,92.6,b,False,False,True,True,False,False,False,False,False,True,False,False,False
14266,14,0,3,6.5,50.7,1,0,73.4,72.3,73.8,72.6,c,False,False,True,True,False,False,False,True,False,False,False,False,False
14267,19,0,1,2.0,58.5,1,1,28.7,28.7,40.1,39.6,f,False,False,True,True,False,False,False,False,True,False,False,False,False
14268,16,0,4,5.3,66.9,1,0,84.0,60.7,77.0,76.6,c,False,False,True,False,False,True,False,False,False,False,False,True,False
14269,14,1,2,5.2,89.0,1,0,87.5,78.0,72.1,81.7,c,False,False,True,True,False,False,False,False,True,False,False,False,False
14270,15,0,2,5.3,51.6,1,1,53.0,56.2,52.8,58.4,d,False,True,False,True,False,False,False,False,False,False,False,True,False
14271,16,1,4,3.7,87.0,0,0,64.5,66.6,45.5,68.3,d,True,False,False,False,True,False,False,False,False,False,False,False,True
14272,18,0,2,7.6,61.8,1,0,68.3,89.8,83.5,79.6,c,True,False,False,False,True,False,False,True,False,False,False,False,False
14273,17,1,4,4.0,99.8,1,0,87.0,68.9,83.3,81.6,c,False,False,True,True,False,False,False,False,True,False,False,False,False
14274,14,1,2,6.4,64.3,1,0,70.8,66.9,85.1,82.7,c,False,False,True,False,False,True,False,False,False,True,False,False,False
14275,16,0,3,4.1,57.3,1,1,34.5,30.4,62.3,47.5,e,True,False,False,False,True,False,False,False,False,False,False,True,False
14276,15,0,2,6.4,84.2,1,0,100.0,87.9,98.4,91.9,b,True,False,False,False,True,False,False,False,False,False,False,True,False
14277,15,0,3,3.5,63.8,1,1,56.0,70.9,67.0,55.1,d,False,True,False,True,False,False,False,False,False,False,False,False,True
14278,18,1,2,0.5,77.0,1,1,21.5,40.9,39.5,28.7,f,False,True,False,False,False,True,False,False,True,False,False,False,False
14279,18,0,0,4.2,88.6,0,0,40.9,70.7,77.3,60.2,d,True,False,False,True,False,False,False,False,False,False,False,True,False
14280,14,0,1,4.6,90.0,1,1,71.4,64.7,83.2,70.3,c,False,False,True,False,True,False,False,False,False,False,False,True,False
14281,17,1,2,1.4,61.0,1,1,37.6,25.7,29.1,37.5,f,False,False,True,False,False,True,False,False,False,False,True,False,False
14282,16,1,1,5.5,60.5,1,0,87.1,80.6,82.4,76.0,c,True,False,False,False,True,False,False,False,True,False,False,False,False
14283,16,1,2,6.9,63.6,1,0,66.3,100.0,96.8,89.8,b,False,True,False,False,False,False,True,False,False,False,True,False,False
14284,18,1,2,7.0,69.7,1,1,73.0,78.8,85.0,80.6,c,False,False,True,False,True,False,False,False,False,False,True,False,False
14285,15,1,1,3.3,87.3,1,1,57.8,44.0,72.6,52.3,e,True,False,False,False,False,False,True,False,False,True,False,False,False
14286,18,1,2,3.6,77.1,1,0,66.9,63.7,71.3,68.5,d,True,False,False,False,False,True,False,False,False,True,False,False,False
14287,16,0,1,6.9,94.0,1,0,100.0,92.8,100.0,96.6,a,True,False,False,False,False,False,True,False,False,False,False,True,False
14288,14,0,3,8.0,84.9,1,1,96.8,100.0,93.7,94.2,b,False,False,True,False,False,False,True,False,False,False,False,True,False
14289,18,0,2,0.9,80.7,1,0,49.9,46.8,46.1,47.7,e,False,True,False,False,True,False,False,False,False,False,False,False,True
14290,19,1,3,1.0,76.0,1,1,53.0,58.4,43.7,46.9,e,False,True,False,False,True,False,False,False,False,False,False,False,True
14291,17,1,2,0.9,70.6,1,1,21.0,39.9,24.4,33.2,f,False,True,False,False,False,True,False,False,False,True,False,False,False
14292,18,0,5,4.0,67.3,1,1,52.6,55.1,53.7,49.2,e,False,False,True,False,True,False,False,False,False,False,True,False,False
14293,14,0,2,6.4,58.7,1,1,71.9,80.2,85.3,68.1,d,False,True,False,False,True,False,False,False,False,True,False,False,False
14294,16,1,3,1.2,63.5,1,0,64.2,56.1,41.6,43.2,e,False,True,False,False,False,False,True,True,False,False,False,False,False
14295,16,1,2,5.7,95.0,1,0,53.3,71.7,77.5,74.1,c,True,False,False,False,False,True,False,False,False,True,False,False,False
14296,18,0,4,1.8,91.5,1,0,54.0,46.8,49.7,57.9,d,False,False,True,False,False,True,False,False,False,False,False,True,False
14297,16,0,3,0.7,50.2,1,0,27.3,19.6,4.2,21.9,f,True,False,False,True,False,False,False,True,False,False,False,False,False
14298,18,1,0,5.0,61.2,1,0,67.1,54.2,58.4,58.3,d,False,False,True,False,False,True,False,False,True,False,False,False,False
14299,15,0,4,5.0,90.4,1,0,82.3,98.2,78.0,84.4,c,False,False,True,False,False,False,True,True,False,False,False,False,False
14300,17,1,4,2.6,79.3,1,1,53.3,61.2,47.0,56.7,d,True,False,False,False,False,True,False,False,True,False,False,False,False
14301,15,1,2,2.9,53.6,0,0,33.2,19.0,18.7,35.4,f,True,False,False,False,False,True,False,False,False,False,True,False,False
14302,17,1,3,3.2,90.4,1,0,82.7,60.8,53.3,68.6,d,True,False,False,False,False,True,False,False,False,False,False,False,True
14303,14,1,0,7.5,87.7,1,0,99.5,94.9,100.0,100.0,a,False,False,True,False,False,False,True,False,True,False,False,False,False
14304,18,1,5,7.0,64.1,1,0,65.9,81.3,92.0,73.1,c,False,True,False,False,False,True,False,False,False,True,False,False,False
14305,14,0,4,4.5,87.2,1,0,60.3,61.2,61.0,66.4,d,False,False,True,True,False,False,False,False,True,False,False,False,False
14306,19,0,5,7.7,94.3,0,1,92.6,100.0,100.0,100.0,a,True,False,False,False,False,False,True,False,False,False,True,False,False
14307,19,0,3,4.9,82.4,1,1,80.0,60.2,62.2,71.7,c,False,False,True,True,False,False,False,False,True,False,False,False,False
14308,17,1,1,1.3,87.2,1,0,51.1,20.8,33.2,40.2,e,True,False,False,True,False,False,False,False,True,False,False,False,False
14309,19,1,1,4.2,52.4,1,0,29.0,47.9,31.1,46.0,e,False,False,True,False,True,False,False,False,False,True,False,False,False
14310,18,0,5,7.2,78.3,1,0,74.1,61.0,75.8,79.2,c,False,True,False,False,False,True,False,False,False,True,False,False,False
14311,14,1,0,5.5,87.7,0,1,80.3,72.2,51.9,74.6,c,False,True,False,False,True,False,False,False,False,False,False,False,True
14312,18,0,4,7.6,73.1,1,0,94.2,93.6,81.5,91.6,b,False,True,False,False,True,False,False,True,False,False,False,False,False
14313,16,0,0,4.5,70.2,1,0,61.9,75.5,60.7,64.9,d,False,False,True,True,False,False,False,False,True,False,False,False,False
14314,19,0,4,7.3,78.1,1,0,93.2,92.5,79.3,84.8,c,False,False,True,True,False,False,False,False,False,True,False,False,False
14315,19,1,3,6.2,83.7,0,0,88.6,62.8,78.8,74.6,c,False,False,True,False,False,True,False,True,False,False,False,False,False
14316,19,0,2,6.7,90.8,1,0,77.0,73.7,91.1,84.1,c,False,True,False,False,False,True,False,False,False,False,True,False,False
14317,16,1,4,7.9,90.8,1,1,84.1,87.3,98.4,100.0,a,False,True,False,True,False,False,False,False,False,False,False,False,True
14318,15,0,2,2.8,85.2,1,1,45.9,41.0,57.6,46.9,e,True,False,False,False,False,False,True,False,False,False,False,False,True
14319,14,0,3,5.2,99.2,1,0,63.2,87.4,56.0,74.0,c,False,False,True,False,False,True,False,False,False,False,True,False,False
14320,14,1,4,2.4,76.9,1,0,62.6,84.9,62.7,55.4,d,False,True,False,False,False,False,True,False,True,False,False,False,False
14321,19,0,2,6.9,72.2,1,0,64.3,77.2,73.0,74.6,c,True,False,False,True,False,False,False,False,False,False,True,False,False
14322,17,0,0,4.9,66.5,0,0,86.6,65.5,51.1,66.9,d,True,False,False,False,True,False,False,False,True,False,False,False,False
14323,16,0,5,1.8,56.2,1,1,32.0,40.3,51.5,43.5,e,True,False,False,False,False,False,True,False,False,False,True,False,False
14324,16,1,3,3.7,61.1,1,1,55.6,49.4,59.7,56.8,d,True,False,False,True,False,False,False,False,False,False,False,False,True
14325,15,0,2,1.9,65.3,1,0,47.2,25.7,39.8,45.2,e,True,False,False,False,False,False,True,False,False,False,True,False,False
14326,17,0,0,3.9,75.3,1,1,47.5,66.9,64.4,54.0,e,False,False,True,False,False,True,False,False,False,False,False,True,False
14327,16,0,0,1.1,99.9,1,1,38.0,44.5,40.1,39.8,f,False,True,False,False,True,False,False,False,True,False,False,False,False
14328,18,1,1,7.7,88.8,0,0,100.0,95.1,100.0,98.1,a,True,False,False,True,False,False,False,False,False,False,False,False,True
14329,14,0,5,5.0,94.4,1,0,100.0,88.1,87.2,83.6,c,False,True,False,False,True,False,False,False,False,False,False,True,False
14330,19,0,4,7.9,59.1,1,0,96.1,96.3,81.5,92.5,b,False,True,False,True,False,False,False,False,False,False,False,True,False
14331,14,0,2,1.8,51.2,1,0,26.8,36.6,9.6,26.1,f,True,False,False,False,False,False,True,False,False,False,False,True,False
14332,16,0,4,3.4,50.1,0,1,50.0,40.8,26.5,37.4,f,True,False,False,False,True,False,False,True,False,False,False,False,False
14333,16,0,2,7.5,75.1,1,0,89.1,80.9,85.2,82.2,c,False,True,False,False,False,False,True,True,False,False,False,False,False
14334,18,1,5,5.7,55.9,1,1,89.9,78.3,72.0,77.5,c,False,True,False,True,False,False,False,False,True,False,False,False,False
14335,17,0,1,1.0,59.5,1,1,16.6,17.2,28.5,25.0,f,False,False,True,False,False,True,False,False,False,True,False,False,False
14336,15,1,4,7.1,58.9,0,1,57.7,62.1,66.3,72.0,c,False,False,True,False,True,False,False,False,False,False,True,False,False
14337,16,0,2,1.9,85.7,1,0,67.4,58.3,32.6,50.1,e,False,False,True,False,False,False,True,False,False,False,False,False,True
14338,17,1,4,2.5,97.7,1,0,73.1,87.2,72.4,68.1,d,False,True,False,False,True,False,False,True,False,False,False,False,False
14339,16,1,1,6.0,56.1,1,0,61.7,58.1,76.2,67.2,d,False,True,False,False,False,False,True,True,False,False,False,False,False
14340,14,0,5,5.8,55.3,1,1,54.3,49.2,63.5,65.2,d,False,True,False,False,False,True,False,False,False,True,False,False,False
14341,15,0,1,5.5,66.5,1,1,75.4,64.6,76.9,79.5,c,False,True,False,False,True,False,False,False,False,False,False,True,False
14342,17,1,3,0.5,81.9,1,1,59.1,34.7,49.7,40.2,e,True,False,False,False,False,True,False,True,False,False,False,False,False
14343,15,1,4,2.4,68.5,1,1,25.5,30.5,43.5,37.7,f,True,False,False,False,False,True,False,False,False,True,False,False,False
14344,17,1,3,3.1,63.9,1,0,69.8,60.2,63.9,51.3,e,False,True,False,True,False,False,False,False,False,False,False,True,False
14345,14,0,3,3.5,55.8,1,1,36.5,54.0,52.1,42.4,e,True,False,False,False,True,False,False,False,False,False,False,False,True
14346,18,1,5,1.1,72.9,1,1,44.4,61.6,38.0,44.4,e,True,False,False,False,False,False,True,False,False,False,False,True,False
14347,15,0,5,5.6,51.8,1,0,69.5,83.0,65.5,69.3,d,False,True,False,False,True,False,False,False,False,False,False,True,False
14348,17,0,4,7.2,81.4,1,0,92.4,96.8,91.2,90.9,b,True,False,False,False,False,False,True,False,True,False,False,False,False
14349,19,1,1,7.9,91.2,1,0,84.9,89.3,97.7,100.0,a,True,False,False,False,True,False,False,False,True,False,False,False,False
14350,16,0,4,6.5,98.4,1,1,100.0,88.3,80.7,85.5,b,False,False,True,False,True,False,False,False,False,False,False,True,False
14351,14,0,3,2.0,66.1,1,0,51.6,37.5,49.3,44.3,e,False,True,False,False,False,True,False,False,False,True,False,False,False
14352,14,0,3,4.3,91.3,1,0,74.4,43.9,68.0,66.1,d,False,True,False,False,True,False,False,False,False,False,True,False,False
14353,16,0,5,7.4,75.3,1,1,83.8,82.4,77.5,82.7,c,False,False,True,False,False,False,True,False,False,False,True,False,False
14354,14,1,3,1.0,63.4,1,0,27.3,19.4,13.7,24.6,f,True,False,False,False,True,False,False,True,False,False,False,False,False
14355,19,0,5,2.2,54.8,1,0,54.0,37.3,51.2,49.3,e,True,False,False,False,True,False,False,True,False,False,False,False,False
14356,19,0,3,2.5,72.3,0,1,44.9,36.2,35.1,41.3,e,False,False,True,True,False,False,False,True,False,False,False,False,False
14357,19,1,0,5.1,93.4,1,1,74.9,100.0,78.2,83.7,c,False,False,True,False,False,False,True,False,True,False,False,False,False
14358,19,0,4,7.6,97.4,1,1,93.5,100.0,91.7,100.0,a,False,True,False,True,False,False,False,True,False,False,False,False,False
14359,17,0,2,4.1,73.1,1,0,76.2,85.0,62.5,66.3,d,False,False,True,True,False,False,False,False,False,False,True,False,False
14360,15,1,3,4.7,88.7,1,1,85.3,72.5,65.3,71.1,c,True,False,False,False,True,False,False,False,False,False,False,False,True
14361,16,0,1,5.3,60.6,1,0,57.0,48.4,75.7,64.9,d,True,False,False,False,True,False,False,False,False,True,False,False,False
14362,15,1,1,6.9,87.2,1,1,85.0,69.3,84.7,87.3,b,False,False,True,False,False,False,True,False,True,False,False,False,False
14363,19,0,4,2.6,51.1,1,1,30.5,20.0,18.7,33.1,f,False,True,False,False,True,False,False,False,False,True,False,False,False
14364,16,1,1,5.2,70.9,1,1,69.6,83.4,61.5,60.7,d,False,False,True,True,False,False,False,False,False,True,False,False,False
14365,16,1,0,7.4,88.5,1,0,91.7,94.9,100.0,93.0,b,True,False,False,True,False,False,False,False,True,False,False,False,False
14366,18,1,2,7.5,68.3,1,0,83.8,90.0,86.2,87.0,b,False,False,True,False,False,True,False,False,False,False,False,True,False
14367,16,0,4,3.4,55.2,1,0,34.3,42.1,40.3,42.1,e,True,False,False,True,False,False,False,False,True,False,False,False,False
14368,16,0,1,1.3,98.6,1,1,60.2,55.0,34.3,50.7,e,False,False,True,False,False,True,False,False,False,False,False,False,True
14369,15,0,2,7.4,64.9,1,1,77.2,66.2,75.9,77.7,c,True,False,False,False,False,False,True,True,False,False,False,False,False
14370,14,1,2,7.4,52.1,1,0,73.2,72.5,69.4,76.3,c,True,False,False,True,False,False,False,False,True,False,False,False,False
14371,14,0,5,1.2,70.4,0,1,32.3,14.0,15.0,33.0,f,True,False,False,False,False,False,True,True,False,False,False,False,False
14372,16,0,0,1.1,84.8,1,0,59.8,47.3,33.3,43.7,e,False,False,True,False,True,False,False,False,False,False,False,True,False
14373,19,0,5,1.9,69.2,1,0,49.9,52.2,59.2,47.0,e,False,False,True,False,False,True,False,False,True,False,False,False,False
14374,15,0,0,5.4,95.0,1,1,91.4,68.5,85.5,76.2,c,False,True,False,False,False,False,True,False,False,False,False,False,True
14375,17,0,3,2.8,60.7,1,0,30.8,19.7,52.8,40.2,e,False,False,True,False,True,False,False,False,False,False,False,True,False
14376,15,0,5,2.3,78.9,1,1,41.9,36.9,40.7,40.3,e,True,False,False,False,False,True,False,False,False,False,False,False,True
14377,15,1,5,6.5,55.3,1,0,66.6,76.8,46.7,67.6,d,False,True,False,False,False,False,True,False,False,False,False,False,True
14378,14,0,3,2.3,55.9,1,0,73.6,33.5,49.6,46.8,e,False,False,True,False,False,True,False,False,True,False,False,False,False
14379,17,1,2,7.7,59.8,1,1,92.9,82.8,100.0,92.6,b,False,True,False,False,False,True,False,False,True,False,False,False,False
14380,17,1,4,3.8,60.9,0,0,53.2,60.8,49.5,61.7,d,False,False,True,True,False,False,False,False,False,False,False,False,True
14381,16,0,5,3.7,83.0,1,1,66.8,63.8,46.2,63.1,d,True,False,False,False,True,False,False,False,False,False,True,False,False
14382,17,1,0,7.6,92.4,1,1,100.0,100.0,89.6,100.0,a,False,False,True,False,True,False,False,False,False,False,True,False,False
14383,16,0,1,1.4,93.3,1,1,61.9,60.8,52.2,46.2,e,True,False,False,True,False,False,False,False,False,False,True,False,False
14384,15,0,1,1.4,81.4,0,1,44.1,39.2,26.3,47.8,e,False,True,False,False,False,False,True,False,False,False,False,False,True
14385,18,0,5,3.8,70.3,1,0,81.7,56.6,73.3,68.1,d,False,False,True,False,True,False,False,True,False,False,False,False,False
14386,17,0,0,4.9,63.2,1,0,62.4,55.5,56.1,60.4,d,False,False,True,False,True,False,False,False,False,True,False,False,False
14387,14,1,0,4.3,64.7,0,0,58.4,42.0,52.1,53.0,e,False,True,False,False,False,True,False,True,False,False,False,False,False
14388,16,0,0,7.7,72.6,1,0,98.5,82.4,96.0,91.4,b,False,True,False,False,False,False,True,False,False,False,False,False,True
14389,16,0,5,7.9,81.4,1,0,88.5,87.4,85.0,88.8,b,False,False,True,False,False,True,False,True,False,False,False,False,False
14390,18,0,0,0.8,77.8,0,1,33.0,40.3,45.6,47.0,e,False,False,True,False,True,False,False,False,False,False,False,True,False
14391,15,0,1,1.7,88.1,1,1,56.4,64.8,54.3,53.9,e,False,True,False,True,False,False,False,False,False,True,False,False,False
14392,19,1,3,4.7,56.4,1,1,55.8,47.8,70.6,60.4,d,False,False,True,False,False,False,True,False,False,False,False,True,False
14393,17,0,2,7.6,55.6,1,1,75.5,85.4,85.5,86.6,b,False,True,False,False,False,False,True,False,False,True,False,False,False
14394,14,1,0,2.6,99.5,1,0,59.5,42.0,41.0,57.3,d,False,True,False,False,True,False,False,False,False,False,True,False,False
14395,16,0,2,3.3,65.8,1,0,48.0,59.9,59.8,57.1,d,True,False,False,True,False,False,False,False,False,False,False,True,False
14396,19,0,4,2.2,98.6,1,0,55.9,56.5,59.6,53.9,e,False,False,True,False,True,False,False,False,False,False,False,True,False
14397,15,0,1,7.8,64.5,1,0,95.2,100.0,100.0,94.4,b,False,False,True,False,False,False,True,False,False,False,False,True,False
14398,18,0,3,1.7,53.2,0,0,25.2,36.7,28.3,26.6,f,True,False,False,False,False,False,True,True,False,False,False,False,False
14399,18,0,2,4.7,75.4,0,1,60.9,53.7,79.1,70.1,c,False,True,False,False,False,False,True,False,False,False,False,True,False
14400,18,1,1,0.7,59.9,1,1,17.8,36.7,32.2,31.4,f,True,False,False,False,True,False,False,False,False,True,False,False,False
14401,14,1,0,5.0,95.0,1,0,71.0,66.8,70.6,68.7,d,False,False,True,False,False,True,False,False,False,False,False,True,False
14402,16,1,5,3.4,71.6,1,1,63.7,56.4,63.7,50.9,e,False,False,True,False,False,True,False,False,True,False,False,False,False
14403,16,1,5,4.7,72.0,1,0,75.1,59.2,87.3,67.0,d,False,True,False,True,False,False,False,False,False,True,False,False,False
14404,16,1,3,1.1,69.5,1,0,17.2,38.0,35.0,29.6,f,True,False,False,False,False,False,True,True,False,False,False,False,False
14405,19,0,4,1.2,55.6,1,0,24.5,27.7,41.2,28.2,f,True,False,False,True,False,False,False,False,False,False,False,False,True
14406,14,0,2,1.2,81.2,1,1,35.6,32.2,12.1,38.0,f,True,False,False,False,True,False,False,False,False,False,False,False,True
14407,17,0,5,6.8,57.7,1,0,57.5,59.1,58.6,69.8,d,False,True,False,False,True,False,False,False,False,False,False,True,False
14408,19,1,3,5.9,82.0,1,1,70.6,63.1,69.9,76.2,c,False,True,False,False,False,False,True,False,False,True,False,False,False
14409,19,1,4,1.5,70.0,1,0,24.3,25.0,37.5,33.7,f,True,False,False,False,False,True,False,False,False,True,False,False,False
14410,17,0,4,2.9,92.7,1,1,82.3,62.1,55.5,66.3,d,False,True,False,True,False,False,False,False,False,False,False,True,False
14411,19,0,5,3.8,76.0,1,1,59.3,66.0,52.6,57.1,d,True,False,False,False,False,False,True,True,False,False,False,False,False
14412,16,1,3,1.2,94.4,0,0,69.6,67.2,55.8,54.7,e,False,True,False,False,False,False,True,False,True,False,False,False,False
14413,17,1,5,6.8,51.3,1,1,81.9,67.5,89.1,78.9,c,False,False,True,False,True,False,False,False,False,False,False,True,False
14414,17,0,5,3.2,86.3,1,1,84.3,64.9,71.2,69.8,d,False,True,False,False,False,False,True,False,False,False,True,False,False
14415,14,0,4,5.5,77.9,1,0,70.1,74.4,90.4,83.8,c,True,False,False,False,True,False,False,False,True,False,False,False,False
14416,14,1,2,5.3,58.4,1,0,84.6,57.3,69.5,71.6,c,True,False,False,False,True,False,False,True,False,False,False,False,False
14417,19,1,0,7.4,55.3,1,0,85.6,87.8,80.5,86.5,b,True,False,False,False,False,False,True,False,False,False,False,True,False
14418,15,0,2,6.1,86.9,1,1,85.6,97.4,100.0,86.6,b,True,False,False,False,False,False,True,True,False,False,False,False,False
14419,16,0,4,0.8,68.8,1,1,36.7,34.5,28.1,26.3,f,True,False,False,False,False,False,True,False,False,True,False,False,False
14420,17,1,5,1.7,53.8,1,0,44.1,45.7,32.7,44.5,e,False,False,True,False,False,False,True,False,False,True,False,False,False
14421,17,1,4,3.8,84.8,1,0,62.1,59.3,55.0,57.0,d,False,False,True,False,False,True,False,False,False,False,False,True,False
14422,17,0,3,1.2,64.5,1,1,29.9,33.5,48.8,38.8,f,False,True,False,False,False,False,True,False,False,False,True,False,False
14423,19,1,3,3.4,65.0,1,1,65.4,46.6,32.8,46.1,e,False,False,True,False,True,False,False,False,False,True,False,False,False
14424,18,1,5,7.8,54.1,1,0,68.6,66.3,66.9,76.5,c,True,False,False,False,True,False,False,False,False,True,False,False,False
14425,19,0,1,2.0,71.1,1,1,37.8,65.1,38.1,48.4,e,False,True,False,False,False,False,True,False,False,True,False,False,False
14426,17,0,4,5.8,95.7,1,1,76.3,100.0,88.2,85.0,c,False,False,True,False,True,False,False,False,True,False,False,False,False
14427,19,0,3,2.4,93.0,1,1,47.5,53.1,54.2,59.8,d,False,False,True,False,True,False,False,False,False,False,True,False,False
14428,17,1,3,0.8,66.6,1,1,21.2,45.4,26.2,39.2,f,False,True,False,False,False,False,True,False,False,False,False,False,True
14429,17,1,2,1.2,65.3,1,0,28.4,30.5,15.1,27.5,f,False,True,False,False,True,False,False,False,False,False,False,False,True
14430,18,0,3,1.3,93.3,0,1,42.8,60.0,65.7,54.9,e,True,False,False,False,True,False,False,False,False,False,False,False,True
14431,19,0,5,2.7,87.0,0,1,41.1,42.0,47.7,48.0,e,False,False,True,False,False,True,False,False,False,False,True,False,False
14432,14,1,2,7.7,60.2,1,1,72.6,78.5,97.4,93.7,b,False,True,False,False,False,True,False,False,False,False,True,False,False
14433,19,1,0,5.2,94.9,1,1,98.6,94.5,80.5,82.8,c,True,False,False,True,False,False,False,False,False,False,False,True,False
14434,18,1,0,1.4,95.6,1,1,54.3,60.3,35.0,49.1,e,True,False,False,False,False,True,False,False,False,False,False,False,True
14435,19,0,1,1.0,67.0,1,1,13.2,31.5,41.4,34.1,f,False,False,True,False,True,False,False,False,True,False,False,False,False
14436,18,0,2,7.8,94.6,1,1,88.9,72.1,84.8,90.6,b,False,False,True,False,False,False,True,False,False,False,False,True,False
14437,19,0,0,1.8,83.2,1,0,43.4,33.4,49.8,45.3,e,False,False,True,True,False,False,False,False,False,False,False,False,True
14438,15,0,1,2.5,93.8,1,0,48.2,55.4,45.3,49.7,e,False,True,False,False,False,True,False,False,False,True,False,False,False
14439,15,1,4,6.8,69.3,1,1,88.2,84.0,76.8,84.6,c,False,False,True,False,False,False,True,False,False,False,False,False,True
14440,15,0,4,4.7,69.9,0,0,54.6,62.7,73.7,69.7,d,True,False,False,False,True,False,False,False,False,False,False,False,True
14441,15,1,4,2.2,75.1,1,1,46.8,54.2,51.8,56.6,d,True,False,False,False,False,True,False,False,True,False,False,False,False
14442,15,0,4,5.5,63.2,0,1,69.4,69.1,93.4,74.6,c,False,False,True,False,False,False,True,False,False,False,True,False,False
14443,16,1,0,3.3,76.9,1,1,71.8,82.4,78.2,66.6,d,False,False,True,True,False,False,False,True,False,False,False,False,False
14444,15,1,5,4.9,75.5,1,0,60.4,44.5,50.5,64.0,d,False,True,False,False,True,False,False,False,False,False,False,False,True
14445,14,0,1,1.2,59.4,1,1,39.2,44.3,38.0,37.1,f,False,True,False,False,False,False,True,False,True,False,False,False,False
14446,17,0,0,7.1,94.8,1,1,77.3,87.0,87.4,89.9,b,False,False,True,False,False,True,False,False,False,True,False,False,False
14447,18,0,4,5.0,55.2,1,1,48.1,59.9,48.3,55.4,d,False,False,True,False,False,True,False,False,False,False,False,True,False
14448,14,0,2,0.5,94.1,1,0,48.9,41.1,32.7,41.8,e,True,False,False,False,False,False,True,True,False,False,False,False,False
14449,17,0,2,4.7,76.9,1,1,73.9,75.0,63.9,68.5,d,False,True,False,False,False,True,False,False,True,False,False,False,False
14450,17,0,2,3.2,74.1,0,1,67.0,71.3,78.6,64.0,d,False,True,False,False,True,False,False,True,False,False,False,False,False
14451,18,0,3,7.3,92.9,1,1,100.0,84.4,100.0,97.9,a,False,False,True,True,False,False,False,False,True,False,False,False,False
14452,14,0,3,1.5,72.7,1,1,44.8,41.0,39.9,39.0,f,False,False,True,False,False,True,False,False,False,True,False,False,False
14453,18,0,0,3.0,65.1,1,0,47.7,44.9,39.4,52.8,e,False,False,True,False,False,False,True,True,False,False,False,False,False
14454,14,0,0,6.2,57.9,0,0,70.3,46.5,28.6,64.7,d,True,False,False,True,False,False,False,True,False,False,False,False,False
14455,15,1,5,2.2,84.4,1,1,60.8,69.5,49.0,59.6,d,True,False,False,False,False,False,True,False,False,False,False,True,False
14456,15,1,2,2.8,91.7,1,1,52.4,73.0,69.1,55.0,d,False,True,False,False,False,False,True,False,False,False,True,False,False
14457,19,0,5,6.3,75.5,1,0,71.0,73.0,70.5,74.8,c,False,False,True,False,True,False,False,False,False,False,False,False,True
14458,15,0,3,5.8,64.1,1,1,81.7,59.9,65.3,71.1,c,False,False,True,False,True,False,False,False,False,False,False,True,False
14459,18,0,4,3.2,97.0,1,1,72.6,75.2,72.4,65.1,d,False,True,False,False,False,True,False,False,False,False,False,False,True
